"Council.Name","Area.Name","Year","Measure","Value"
"Midlothian","Bonnyrig","2024","Dependency Ratio",63.5
"Midlothian","Bonnyrig","2025","Dependency Ratio",63.8
"Midlothian","Bonnyrig","2026","Dependency Ratio",64
"Midlothian","Bonnyrig","2027","Dependency Ratio",64.2
"Midlothian","Bonnyrig","2028","Dependency Ratio",64.3
"Midlothian","Bonnyrig","2029","Dependency Ratio",64.7
"Midlothian","Bonnyrig","2030","Dependency Ratio",65.1
"Midlothian","Bonnyrig","2002","Sex Ratio",90.3
"Midlothian","Bonnyrig","2003","Sex Ratio",89.8
"Midlothian","Bonnyrig","2004","Sex Ratio",89.8
"Midlothian","Bonnyrig","2005","Sex Ratio",90.2
"Midlothian","Bonnyrig","2006","Sex Ratio",90.5
"Midlothian","Bonnyrig","2007","Sex Ratio",91
"Midlothian","Bonnyrig","2008","Sex Ratio",92
"Midlothian","Bonnyrig","2009","Sex Ratio",91.3
"Midlothian","Bonnyrig","2010","Sex Ratio",91.5
"Midlothian","Bonnyrig","2011","Sex Ratio",90.2
"Midlothian","Bonnyrig","2012","Sex Ratio",91.1
"Midlothian","Bonnyrig","2013","Sex Ratio",90.6
"Midlothian","Bonnyrig","2014","Sex Ratio",90.3
"Midlothian","Bonnyrig","2015","Sex Ratio",90.4
"Midlothian","Bonnyrig","2016","Sex Ratio",90.9
"Midlothian","Bonnyrig","2017","Sex Ratio",91.2
"Midlothian","Bonnyrig","2018","Sex Ratio",91.3
"Midlothian","Bonnyrig","2019","Sex Ratio",91.2
"Midlothian","Bonnyrig","2020","Sex Ratio",91.1
"Midlothian","Bonnyrig","2021","Sex Ratio",91.1
"Midlothian","Bonnyrig","2022","Sex Ratio",91.2
"Midlothian","Bonnyrig","2023","Sex Ratio",91.1
"Midlothian","Bonnyrig","2024","Sex Ratio",91.1
"Midlothian","Bonnyrig","2025","Sex Ratio",91.1
"Midlothian","Bonnyrig","2026","Sex Ratio",91.2
"Midlothian","Bonnyrig","2027","Sex Ratio",91.2
"Midlothian","Bonnyrig","2028","Sex Ratio",91.2
"Midlothian","Bonnyrig","2029","Sex Ratio",91.3
"Midlothian","Bonnyrig","2030","Sex Ratio",91.3
"Midlothian","Dalkeith","2002","Life Expectancy - Persons",75
"Midlothian","Dalkeith","2003","Life Expectancy - Persons",74.6
"Midlothian","Dalkeith","2004","Life Expectancy - Persons",77
"Midlothian","Dalkeith","2005","Life Expectancy - Persons",74.7
"Midlothian","Dalkeith","2006","Life Expectancy - Persons",76.9
"Midlothian","Dalkeith","2007","Life Expectancy - Persons",75.3
"Midlothian","Dalkeith","2008","Life Expectancy - Persons",78.1
"Midlothian","Dalkeith","2009","Life Expectancy - Persons",78.5
"Midlothian","Dalkeith","2010","Life Expectancy - Persons",79.9
"Midlothian","Dalkeith","2011","Life Expectancy - Persons",77
"Midlothian","Dalkeith","2012","Life Expectancy - Persons",79
"Midlothian","Dalkeith","2013","Life Expectancy - Persons",80
"Midlothian","Dalkeith","2014","Life Expectancy - Persons",79.5
"Midlothian","Dalkeith","2015","Life Expectancy - Persons",78.5
"Midlothian","Dalkeith","2016","Life Expectancy - Persons",78.9
"Midlothian","Dalkeith","2017","Life Expectancy - Persons",78.9
"Midlothian","Dalkeith","2018","Life Expectancy - Persons",78.3
"Midlothian","Dalkeith","2019","Life Expectancy - Persons",79.1
"Midlothian","Dalkeith","2020","Life Expectancy - Persons",78.6
"Midlothian","Dalkeith","2021","Life Expectancy - Persons",79
"Midlothian","Dalkeith","2022","Life Expectancy - Persons",79.1
"Midlothian","Dalkeith","2023","Life Expectancy - Persons",79.2
"Midlothian","Dalkeith","2024","Life Expectancy - Persons",79.3
"Midlothian","Dalkeith","2025","Life Expectancy - Persons",79.1
"Midlothian","Dalkeith","2026","Life Expectancy - Persons",79.4
"Midlothian","Dalkeith","2027","Life Expectancy - Persons",79.6
"Midlothian","Dalkeith","2028","Life Expectancy - Persons",79.6
"Midlothian","Dalkeith","2029","Life Expectancy - Persons",79.9
"Midlothian","Dalkeith","2030","Life Expectancy - Persons",79.9
"Midlothian","Dalkeith","2002","Natural Change",-19
"Midlothian","Dalkeith","2003","Natural Change",-14
"Midlothian","Dalkeith","2004","Natural Change",33
"Midlothian","Dalkeith","2005","Natural Change",-20
"Midlothian","Dalkeith","2006","Natural Change",10
"Midlothian","Dalkeith","2007","Natural Change",-4
"Midlothian","Dalkeith","2008","Natural Change",44
"Midlothian","Dalkeith","2009","Natural Change",25
"Midlothian","Dalkeith","2010","Natural Change",49
"Midlothian","Dalkeith","2011","Natural Change",37
"Midlothian","Dalkeith","2012","Natural Change",63
"Midlothian","Dalkeith","2013","Natural Change",63
"Midlothian","Dalkeith","2014","Natural Change",60
"Midlothian","Dalkeith","2015","Natural Change",73
"Midlothian","Dalkeith","2016","Natural Change",67
"Midlothian","Dalkeith","2017","Natural Change",88
"Midlothian","Dalkeith","2018","Natural Change",73
"Midlothian","Dalkeith","2019","Natural Change",74.8
"Midlothian","Dalkeith","2020","Natural Change",75.9
"Midlothian","Dalkeith","2021","Natural Change",83.1
"Midlothian","Dalkeith","2022","Natural Change",87.7
"Midlothian","Dalkeith","2023","Natural Change",90.5
"Midlothian","Dalkeith","2024","Natural Change",94
"Midlothian","Dalkeith","2025","Natural Change",92.5
"Midlothian","Dalkeith","2026","Natural Change",93.9
"Midlothian","Dalkeith","2027","Natural Change",96.5
"Midlothian","Dalkeith","2028","Natural Change",94.6
"Midlothian","Dalkeith","2029","Natural Change",95.5
"Midlothian","Dalkeith","2030","Natural Change",92.2
"Midlothian","Dalkeith","2002","Net Migration",-36
"Midlothian","Dalkeith","2003","Net Migration",-32
"Midlothian","Dalkeith","2004","Net Migration",-47
"Midlothian","Dalkeith","2005","Net Migration",-113
"Midlothian","Dalkeith","2006","Net Migration",-97
"Midlothian","Dalkeith","2007","Net Migration",143
"Midlothian","Dalkeith","2008","Net Migration",257
"Midlothian","Dalkeith","2009","Net Migration",0
"Midlothian","Dalkeith","2010","Net Migration",139
"Midlothian","Dalkeith","2011","Net Migration",49
"Midlothian","Dalkeith","2012","Net Migration",238
"Midlothian","Dalkeith","2013","Net Migration",173
"Midlothian","Dalkeith","2014","Net Migration",192
"Midlothian","Dalkeith","2015","Net Migration",130
"Midlothian","Dalkeith","2016","Net Migration",243
"Midlothian","Dalkeith","2017","Net Migration",228
"Midlothian","Dalkeith","2018","Net Migration",436
"Midlothian","Dalkeith","2019","Net Migration",247.8
"Midlothian","Dalkeith","2020","Net Migration",252.1
"Midlothian","Dalkeith","2021","Net Migration",253.3
"Midlothian","Dalkeith","2022","Net Migration",254.2
"Midlothian","Dalkeith","2023","Net Migration",245.8
"Midlothian","Dalkeith","2024","Net Migration",249.2
"Midlothian","Dalkeith","2025","Net Migration",249.4
"Midlothian","Dalkeith","2026","Net Migration",249.1
"Midlothian","Dalkeith","2027","Net Migration",247.3
"Midlothian","Dalkeith","2028","Net Migration",245.5
"Midlothian","Dalkeith","2029","Net Migration",242.5
"Midlothian","Dalkeith","2030","Net Migration",240.7
"Midlothian","Dalkeith","2002","Total Population",10862
"Midlothian","Dalkeith","2003","Total Population",10816
"Midlothian","Dalkeith","2004","Total Population",10802
"Midlothian","Dalkeith","2005","Total Population",10669
"Midlothian","Dalkeith","2006","Total Population",10582
"Midlothian","Dalkeith","2007","Total Population",10721
"Midlothian","Dalkeith","2008","Total Population",11022
"Midlothian","Dalkeith","2009","Total Population",11047
"Midlothian","Dalkeith","2010","Total Population",11235
"Midlothian","Dalkeith","2011","Total Population",11321
"Midlothian","Dalkeith","2012","Total Population",11622
"Midlothian","Dalkeith","2013","Total Population",11858
"Midlothian","Dalkeith","2014","Total Population",12110
"Midlothian","Dalkeith","2015","Total Population",12313
"Midlothian","Dalkeith","2016","Total Population",12623
"Midlothian","Dalkeith","2017","Total Population",12939
"Midlothian","Dalkeith","2018","Total Population",13448
"Midlothian","Dalkeith","2019","Total Population",13770.7
"Midlothian","Dalkeith","2020","Total Population",14098.7
"Midlothian","Dalkeith","2021","Total Population",14435.1
"Midlothian","Dalkeith","2022","Total Population",14776.9
"Midlothian","Dalkeith","2023","Total Population",15113.2
"Midlothian","Dalkeith","2024","Total Population",15456.3
"Midlothian","Dalkeith","2025","Total Population",15798.3
"Midlothian","Dalkeith","2026","Total Population",16141.3
"Midlothian","Dalkeith","2027","Total Population",16485.1
"Midlothian","Dalkeith","2028","Total Population",16825.2
"Midlothian","Dalkeith","2029","Total Population",17163.2
"Midlothian","Dalkeith","2030","Total Population",17496.2
"Midlothian","Dalkeith","2002","Dependency Ratio",55.2
"Midlothian","Dalkeith","2003","Dependency Ratio",53.5
"Midlothian","Dalkeith","2004","Dependency Ratio",52.6
"Midlothian","Dalkeith","2005","Dependency Ratio",52.2
"Midlothian","Dalkeith","2006","Dependency Ratio",52.7
"Midlothian","Dalkeith","2007","Dependency Ratio",51.5
"Midlothian","Dalkeith","2008","Dependency Ratio",51.9
"Midlothian","Dalkeith","2009","Dependency Ratio",52.5
"Midlothian","Dalkeith","2010","Dependency Ratio",52.6
"Midlothian","Dalkeith","2011","Dependency Ratio",53
"Midlothian","Dalkeith","2012","Dependency Ratio",54.7
"Midlothian","Dalkeith","2013","Dependency Ratio",54.7
"Midlothian","Dalkeith","2014","Dependency Ratio",55.5
"Midlothian","Dalkeith","2015","Dependency Ratio",56.2
"Midlothian","Dalkeith","2016","Dependency Ratio",56.5
"Midlothian","Dalkeith","2017","Dependency Ratio",56.4
"Midlothian","Dalkeith","2018","Dependency Ratio",56.6
"Midlothian","Dalkeith","2019","Dependency Ratio",57
"Midlothian","Dalkeith","2020","Dependency Ratio",57.7
"Midlothian","Dalkeith","2021","Dependency Ratio",58
"Midlothian","Dalkeith","2022","Dependency Ratio",58.5
"Midlothian","Dalkeith","2023","Dependency Ratio",59.1
"Midlothian","Dalkeith","2024","Dependency Ratio",60
"Midlothian","Dalkeith","2025","Dependency Ratio",60.2
"Midlothian","Dalkeith","2026","Dependency Ratio",60.6
"Midlothian","Dalkeith","2027","Dependency Ratio",60.9
"Midlothian","Dalkeith","2028","Dependency Ratio",60.8
"Midlothian","Dalkeith","2029","Dependency Ratio",61.6
"Midlothian","Dalkeith","2030","Dependency Ratio",61.3
"Midlothian","Dalkeith","2002","Sex Ratio",88.8
"Midlothian","Dalkeith","2003","Sex Ratio",88.8
"Midlothian","Dalkeith","2004","Sex Ratio",88.9
"Midlothian","Dalkeith","2005","Sex Ratio",88.7
"Midlothian","Dalkeith","2006","Sex Ratio",89.7
"Midlothian","Dalkeith","2007","Sex Ratio",88.2
"Midlothian","Dalkeith","2008","Sex Ratio",89.4
"Midlothian","Dalkeith","2009","Sex Ratio",90
"Midlothian","Dalkeith","2010","Sex Ratio",91.2
"Midlothian","Dalkeith","2011","Sex Ratio",92.4
"Midlothian","Dalkeith","2012","Sex Ratio",93
"Midlothian","Dalkeith","2013","Sex Ratio",93.1
"Midlothian","Dalkeith","2014","Sex Ratio",93.8
"Midlothian","Dalkeith","2015","Sex Ratio",94.1
"Midlothian","Dalkeith","2016","Sex Ratio",93.8
"Midlothian","Dalkeith","2017","Sex Ratio",94
"Midlothian","Dalkeith","2018","Sex Ratio",93.7
"Midlothian","Dalkeith","2019","Sex Ratio",93.6
"Midlothian","Dalkeith","2020","Sex Ratio",93.5
"Midlothian","Dalkeith","2021","Sex Ratio",93.4
"Midlothian","Dalkeith","2022","Sex Ratio",93.5
"Midlothian","Dalkeith","2023","Sex Ratio",93.4
"Midlothian","Dalkeith","2024","Sex Ratio",93.4
"Midlothian","Dalkeith","2025","Sex Ratio",93.3
"Midlothian","Dalkeith","2026","Sex Ratio",93.3
"Midlothian","Dalkeith","2027","Sex Ratio",93.4
"Midlothian","Dalkeith","2028","Sex Ratio",93.3
"Midlothian","Dalkeith","2029","Sex Ratio",93.3
"Midlothian","Dalkeith","2030","Sex Ratio",93.3
"Midlothian","MidlothE","2002","Life Expectancy - Persons",76.7
"Midlothian","MidlothE","2003","Life Expectancy - Persons",78.3
"Midlothian","MidlothE","2004","Life Expectancy - Persons",78.4
"Midlothian","MidlothE","2005","Life Expectancy - Persons",77.4
"Midlothian","MidlothE","2006","Life Expectancy - Persons",78.3
"Midlothian","MidlothE","2007","Life Expectancy - Persons",78.3
"Midlothian","MidlothE","2008","Life Expectancy - Persons",78.7
"Midlothian","MidlothE","2009","Life Expectancy - Persons",78.2
"Midlothian","MidlothE","2010","Life Expectancy - Persons",80
"Midlothian","MidlothE","2011","Life Expectancy - Persons",79.3
"Midlothian","MidlothE","2012","Life Expectancy - Persons",78.5
"Midlothian","MidlothE","2013","Life Expectancy - Persons",78
"Midlothian","MidlothE","2014","Life Expectancy - Persons",77.7
"Midlothian","MidlothE","2015","Life Expectancy - Persons",79
"Midlothian","MidlothE","2016","Life Expectancy - Persons",81.5
"Midlothian","MidlothE","2017","Life Expectancy - Persons",79.9
"Midlothian","MidlothE","2018","Life Expectancy - Persons",79
"Midlothian","MidlothE","2019","Life Expectancy - Persons",79.9
"Midlothian","MidlothE","2020","Life Expectancy - Persons",79.4
"Midlothian","MidlothE","2021","Life Expectancy - Persons",79.8
"Midlothian","MidlothE","2022","Life Expectancy - Persons",79.9
"Midlothian","MidlothE","2023","Life Expectancy - Persons",80.1
"Midlothian","MidlothE","2024","Life Expectancy - Persons",80.1
"Midlothian","MidlothE","2025","Life Expectancy - Persons",80
"Midlothian","MidlothE","2026","Life Expectancy - Persons",80.2
"Midlothian","MidlothE","2027","Life Expectancy - Persons",80.4
"Midlothian","MidlothE","2028","Life Expectancy - Persons",80.4
"Midlothian","MidlothE","2029","Life Expectancy - Persons",80.7
"Midlothian","MidlothE","2030","Life Expectancy - Persons",80.7
"Midlothian","MidlothE","2002","Natural Change",11
"Midlothian","MidlothE","2003","Natural Change",-17
"Midlothian","MidlothE","2004","Natural Change",-15
"Midlothian","MidlothE","2005","Natural Change",26
"Midlothian","MidlothE","2006","Natural Change",17
"Midlothian","MidlothE","2007","Natural Change",40
"Midlothian","MidlothE","2008","Natural Change",12
"Midlothian","MidlothE","2009","Natural Change",39
"Midlothian","MidlothE","2010","Natural Change",80
"Midlothian","MidlothE","2011","Natural Change",18
"Midlothian","MidlothE","2012","Natural Change",56
"Midlothian","MidlothE","2013","Natural Change",65
"Midlothian","MidlothE","2014","Natural Change",35
"Midlothian","MidlothE","2015","Natural Change",60
"Midlothian","MidlothE","2016","Natural Change",81
"Midlothian","MidlothE","2017","Natural Change",28
"Midlothian","MidlothE","2018","Natural Change",43
"Midlothian","MidlothE","2019","Natural Change",22.4
"Midlothian","MidlothE","2020","Natural Change",13.5
"Midlothian","MidlothE","2021","Natural Change",15.3
"Midlothian","MidlothE","2022","Natural Change",13.6
"Midlothian","MidlothE","2023","Natural Change",11.5
"Midlothian","MidlothE","2024","Natural Change",9.6
"Midlothian","MidlothE","2025","Natural Change",2.2
"Midlothian","MidlothE","2026","Natural Change",0.6
"Midlothian","MidlothE","2027","Natural Change",0
"Midlothian","MidlothE","2028","Natural Change",-5.7
"Midlothian","MidlothE","2029","Natural Change",-7
"Midlothian","MidlothE","2030","Natural Change",-13.5
"Midlothian","MidlothE","2002","Net Migration",-41
"Midlothian","MidlothE","2003","Net Migration",-227
"Midlothian","MidlothE","2004","Net Migration",-20
"Midlothian","MidlothE","2005","Net Migration",-34
"Midlothian","MidlothE","2006","Net Migration",28
"Midlothian","MidlothE","2007","Net Migration",-67
"Midlothian","MidlothE","2008","Net Migration",140
"Midlothian","MidlothE","2009","Net Migration",91
"Midlothian","MidlothE","2010","Net Migration",144
"Midlothian","MidlothE","2011","Net Migration",131
"Midlothian","MidlothE","2012","Net Migration",65
"Midlothian","MidlothE","2013","Net Migration",163
"Midlothian","MidlothE","2014","Net Migration",183
"Midlothian","MidlothE","2015","Net Migration",191
"Midlothian","MidlothE","2016","Net Migration",130
"Midlothian","MidlothE","2017","Net Migration",190
"Midlothian","MidlothE","2018","Net Migration",-50
"Midlothian","MidlothE","2019","Net Migration",129.3
"Midlothian","MidlothE","2020","Net Migration",134.8
"Midlothian","MidlothE","2021","Net Migration",135.3
"Midlothian","MidlothE","2022","Net Migration",136.9
"Midlothian","MidlothE","2023","Net Migration",126.6
"Midlothian","MidlothE","2024","Net Migration",129.6
"Midlothian","MidlothE","2025","Net Migration",131.1
"Midlothian","MidlothE","2026","Net Migration",128.6
"Midlothian","MidlothE","2027","Net Migration",128.5
"Midlothian","MidlothE","2028","Net Migration",126.5
"Midlothian","MidlothE","2029","Net Migration",122.7
"Midlothian","MidlothE","2030","Net Migration",121.4
"Midlothian","MidlothE","2002","Total Population",14793
"Midlothian","MidlothE","2003","Total Population",14549
"Midlothian","MidlothE","2004","Total Population",14514
"Midlothian","MidlothE","2005","Total Population",14506
"Midlothian","MidlothE","2006","Total Population",14551
"Midlothian","MidlothE","2007","Total Population",14524
"Midlothian","MidlothE","2008","Total Population",14676
"Midlothian","MidlothE","2009","Total Population",14806
"Midlothian","MidlothE","2010","Total Population",15030
"Midlothian","MidlothE","2011","Total Population",15179
"Midlothian","MidlothE","2012","Total Population",15300
"Midlothian","MidlothE","2013","Total Population",15528
"Midlothian","MidlothE","2014","Total Population",15746
"Midlothian","MidlothE","2015","Total Population",15997
"Midlothian","MidlothE","2016","Total Population",16208
"Midlothian","MidlothE","2017","Total Population",16426
"Midlothian","MidlothE","2018","Total Population",16419
"Midlothian","MidlothE","2019","Total Population",16570.7
"Midlothian","MidlothE","2020","Total Population",16719
"Midlothian","MidlothE","2021","Total Population",16869.6
"Midlothian","MidlothE","2022","Total Population",17020.1
"Midlothian","MidlothE","2023","Total Population",17158.2
"Midlothian","MidlothE","2024","Total Population",17297.4
"Midlothian","MidlothE","2025","Total Population",17430.7
"Midlothian","MidlothE","2026","Total Population",17559.9
"Midlothian","MidlothE","2027","Total Population",17688.4
"Midlothian","MidlothE","2028","Total Population",17809.2
"Midlothian","MidlothE","2029","Total Population",17924.9
"Midlothian","MidlothE","2030","Total Population",18032.7
"Midlothian","MidlothE","2002","Dependency Ratio",56.4
"Midlothian","MidlothE","2003","Dependency Ratio",56.5
"Midlothian","MidlothE","2004","Dependency Ratio",56.3
